"","year","age","maritl","race","education","health","wage_status"
"1132",2009,65,"4. Divorced","2. Black","2. HS Grad","1. <=Good",0
"1133",2005,50,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1134",2008,53,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1135",2007,48,"2. Married","3. Asian","2. HS Grad","2. >=Very Good",0
"1136",2003,30,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1137",2006,37,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1138",2004,51,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"1139",2008,55,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1140",2004,35,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1141",2006,33,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1142",2008,41,"4. Divorced","1. White","4. College Grad","1. <=Good",1
"1143",2003,34,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",0
"1144",2006,33,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1145",2008,49,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"1146",2006,62,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",0
"1147",2004,31,"1. Never Married","2. Black","1. < HS Grad","1. <=Good",1
"1148",2007,43,"4. Divorced","1. White","1. < HS Grad","2. >=Very Good",1
"1149",2008,43,"2. Married","2. Black","4. College Grad","2. >=Very Good",1
"1150",2004,43,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"1151",2009,48,"2. Married","1. White","4. College Grad","1. <=Good",1
"1152",2003,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1153",2007,50,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1154",2009,29,"1. Never Married","3. Asian","4. College Grad","2. >=Very Good",0
"1155",2004,52,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1156",2004,46,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1157",2005,40,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1158",2004,43,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1159",2006,54,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1160",2006,38,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1161",2004,32,"2. Married","1. White","3. Some College","1. <=Good",1
"1162",2008,28,"1. Never Married","3. Asian","4. College Grad","2. >=Very Good",1
"1163",2005,33,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1164",2004,44,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1165",2006,41,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1166",2005,31,"1. Never Married","1. White","1. < HS Grad","1. <=Good",0
"1167",2007,48,"4. Divorced","1. White","4. College Grad","2. >=Very Good",0
"1168",2007,50,"2. Married","2. Black","4. College Grad","1. <=Good",1
"1169",2004,47,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1170",2004,31,"2. Married","2. Black","2. HS Grad","1. <=Good",0
"1171",2008,40,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1172",2009,54,"4. Divorced","1. White","3. Some College","1. <=Good",0
"1173",2004,24,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"1174",2005,34,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1175",2003,65,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"1176",2007,28,"2. Married","1. White","2. HS Grad","1. <=Good",1
"1177",2008,30,"5. Separated","1. White","2. HS Grad","1. <=Good",0
"1178",2009,45,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1179",2008,35,"5. Separated","1. White","4. College Grad","2. >=Very Good",1
"1180",2005,46,"2. Married","4. Other","5. Advanced Degree","2. >=Very Good",1
"1181",2003,47,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1182",2008,71,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1183",2003,39,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1184",2009,41,"1. Never Married","1. White","1. < HS Grad","1. <=Good",0
"1185",2007,33,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1186",2009,76,"4. Divorced","1. White","5. Advanced Degree","2. >=Very Good",1
"1187",2009,20,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1188",2006,34,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1189",2003,26,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"1190",2006,51,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1191",2003,25,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"1192",2006,62,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1193",2006,37,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1194",2009,37,"1. Never Married","2. Black","3. Some College","2. >=Very Good",0
"1195",2007,32,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1196",2007,55,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1197",2009,36,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"1198",2006,39,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1199",2004,46,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1200",2007,48,"2. Married","1. White","4. College Grad","1. <=Good",1
"1201",2005,34,"4. Divorced","1. White","4. College Grad","2. >=Very Good",1
"1202",2004,39,"2. Married","1. White","3. Some College","1. <=Good",1
"1203",2005,50,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"1204",2006,54,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1205",2007,60,"2. Married","1. White","4. College Grad","1. <=Good",1
"1206",2007,48,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1207",2007,47,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1208",2004,20,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1209",2003,60,"2. Married","1. White","2. HS Grad","1. <=Good",1
"1210",2003,37,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"1211",2003,46,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1212",2003,54,"2. Married","1. White","3. Some College","1. <=Good",0
"1213",2006,51,"2. Married","1. White","4. College Grad","1. <=Good",1
"1214",2009,32,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"1215",2006,35,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1216",2003,46,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1217",2008,38,"2. Married","2. Black","1. < HS Grad","2. >=Very Good",0
"1218",2005,62,"2. Married","2. Black","2. HS Grad","1. <=Good",0
"1219",2003,47,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1220",2003,28,"2. Married","3. Asian","5. Advanced Degree","1. <=Good",1
"1221",2007,61,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1222",2003,26,"1. Never Married","1. White","4. College Grad","1. <=Good",0
"1223",2006,49,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1224",2009,28,"2. Married","1. White","2. HS Grad","1. <=Good",1
"1225",2003,61,"2. Married","1. White","2. HS Grad","1. <=Good",1
"1226",2003,42,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1227",2009,31,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1228",2009,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1229",2005,44,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"1230",2007,46,"2. Married","2. Black","2. HS Grad","2. >=Very Good",1
"1231",2006,54,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1232",2003,40,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",0
"1233",2005,38,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1234",2006,43,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1235",2009,43,"1. Never Married","2. Black","2. HS Grad","1. <=Good",1
"1236",2004,30,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1237",2005,58,"2. Married","1. White","5. Advanced Degree","1. <=Good",0
"1238",2007,60,"2. Married","3. Asian","4. College Grad","1. <=Good",1
"1239",2004,45,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"1240",2008,47,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1241",2005,47,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"1242",2003,59,"4. Divorced","1. White","3. Some College","2. >=Very Good",0
"1243",2006,36,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1244",2008,39,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1245",2004,40,"2. Married","3. Asian","1. < HS Grad","1. <=Good",1
"1246",2003,42,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1247",2009,29,"1. Never Married","1. White","5. Advanced Degree","2. >=Very Good",0
"1248",2005,38,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1249",2003,58,"2. Married","2. Black","3. Some College","1. <=Good",1
"1250",2004,18,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1251",2004,35,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1252",2008,30,"2. Married","3. Asian","5. Advanced Degree","1. <=Good",1
"1253",2003,48,"2. Married","1. White","3. Some College","1. <=Good",1
"1254",2004,27,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1255",2005,40,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1256",2007,34,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",0
"1257",2004,54,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1258",2006,20,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"1259",2005,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1260",2009,42,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1261",2008,45,"2. Married","2. Black","3. Some College","1. <=Good",0
"1262",2003,59,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1263",2003,44,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"1264",2005,67,"4. Divorced","1. White","4. College Grad","2. >=Very Good",0
"1265",2007,26,"1. Never Married","2. Black","4. College Grad","2. >=Very Good",0
"1266",2007,40,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1267",2004,42,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1268",2005,22,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1269",2005,43,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1270",2004,34,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"1271",2004,44,"4. Divorced","2. Black","2. HS Grad","1. <=Good",0
"1272",2003,53,"2. Married","1. White","3. Some College","1. <=Good",1
"1273",2003,54,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"1274",2008,55,"2. Married","1. White","4. College Grad","1. <=Good",1
"1275",2009,30,"1. Never Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"1276",2004,48,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1277",2003,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1278",2008,30,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"1279",2006,38,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"1280",2005,25,"2. Married","1. White","3. Some College","2. >=Very Good",0
"1281",2009,59,"3. Widowed","2. Black","2. HS Grad","1. <=Good",1
"1282",2004,38,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"1283",2003,40,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1284",2007,36,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1285",2008,60,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1286",2005,40,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"1287",2003,28,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1288",2004,34,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"1289",2008,39,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1290",2005,26,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1291",2004,28,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1292",2004,27,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"1293",2008,34,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1294",2009,38,"2. Married","2. Black","2. HS Grad","1. <=Good",1
"1295",2005,51,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1296",2008,58,"4. Divorced","1. White","3. Some College","2. >=Very Good",0
"1297",2004,42,"2. Married","1. White","4. College Grad","1. <=Good",1
"1298",2005,32,"1. Never Married","2. Black","3. Some College","1. <=Good",0
"1299",2006,27,"2. Married","1. White","4. College Grad","1. <=Good",1
"1300",2009,51,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"1301",2009,50,"2. Married","2. Black","2. HS Grad","2. >=Very Good",1
"1302",2009,25,"1. Never Married","3. Asian","4. College Grad","2. >=Very Good",1
"1303",2006,60,"2. Married","2. Black","2. HS Grad","1. <=Good",1
"1304",2004,62,"2. Married","1. White","3. Some College","1. <=Good",1
"1305",2006,53,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1306",2009,39,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1307",2003,23,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"1308",2008,47,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1309",2009,32,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"1310",2003,57,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1311",2005,40,"2. Married","2. Black","3. Some College","2. >=Very Good",0
"1312",2006,57,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1313",2005,31,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"1314",2005,28,"1. Never Married","1. White","3. Some College","1. <=Good",0
"1315",2007,58,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1316",2008,47,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1317",2003,41,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"1318",2004,53,"2. Married","1. White","2. HS Grad","1. <=Good",1
"1319",2009,27,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"1320",2003,19,"1. Never Married","2. Black","1. < HS Grad","2. >=Very Good",0
"1321",2007,47,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"1322",2005,44,"5. Separated","1. White","2. HS Grad","1. <=Good",1
"1323",2006,32,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1324",2005,23,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1325",2006,31,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1326",2004,42,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1327",2003,50,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1328",2004,52,"2. Married","1. White","4. College Grad","1. <=Good",0
"1329",2003,20,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1330",2004,33,"4. Divorced","1. White","2. HS Grad","1. <=Good",0
"1331",2008,26,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"1332",2004,40,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"1333",2005,29,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1334",2004,35,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"1335",2009,34,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"1336",2003,37,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1337",2008,37,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1338",2003,22,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"1339",2008,39,"2. Married","2. Black","2. HS Grad","1. <=Good",0
"1340",2003,42,"2. Married","3. Asian","3. Some College","2. >=Very Good",1
"1341",2006,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"1342",2008,45,"4. Divorced","1. White","1. < HS Grad","2. >=Very Good",1
"1343",2003,42,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1344",2009,52,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"1345",2004,27,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"1346",2009,46,"2. Married","1. White","3. Some College","1. <=Good",1
"1347",2007,59,"2. Married","1. White","3. Some College","1. <=Good",0
"1348",2005,52,"2. Married","1. White","2. HS Grad","1. <=Good",0
"1349",2003,19,"1. Never Married","1. White","1. < HS Grad","1. <=Good",0
"1350",2003,64,"2. Married","1. White","4. College Grad","1. <=Good",1
"1351",2007,38,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"1352",2006,45,"5. Separated","2. Black","2. HS Grad","2. >=Very Good",0
"1353",2008,53,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1354",2007,28,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1355",2003,39,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"1356",2008,52,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"1357",2009,41,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"1358",2004,44,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"1359",2005,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"1360",2003,47,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"1361",2006,31,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"1362",2005,28,"2. Married","1. White","3. Some College","2. >=Very Good",1
"1363",2007,45,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"1364",2004,56,"3. Widowed","1. White","4. College Grad","1. <=Good",0
"1365",2004,47,"2. Married","1. White","2. HS Grad","1. <=Good",1
"1366",2005,41,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
